Name: CCTV1, URL: http://113.140.12.230:8888/newlive/live/hls/2/live.m3u8, IPv_Type: ipv4, Date: None, Delay: 10795 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10297 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10112 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: rtsp://60.13.27.115/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil, IPv_Type: ipv4, Date: None, Delay: 10008 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: rtsp://115.85.205.19/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil, IPv_Type: ipv4, Date: None, Delay: 10006 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: rtsp://115.153.245.70/PLTV/88888888/224/3221225517/iptv7949.smil, IPv_Type: ipv4, Date: None, Delay: 10010 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: rtsp://115.153.247.80/PLTV/88888888/224/3221225517/iptv7949.smil, IPv_Type: ipv4, Date: None, Delay: 10008 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: rtsp://115.153.230.145/PLTV/88888888/224/3221225517/iptv7949.smil, IPv_Type: ipv4, Date: None, Delay: 10009 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: rtsp://115.153.222.112:554/PLTV/88888888/224/3221225517/iptv7949.smil, IPv_Type: ipv4, Date: None, Delay: 10008 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://8.138.7.223/tv/dl/douyincdn.php?id=1, IPv_Type: ipv4, Date: None, Delay: 782 ms, Speed: 0.34 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://60.172.130.146:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10353 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://60.29.124.66:6080/hls/12/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10359 ms, Speed: 0.03 M/s, Resolution: 720x576
Name: CCTV1, URL: http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8, IPv_Type: ipv4, Date: None, Delay: 10889 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10583 ms, Speed: 0.01 M/s, Resolution: 720x576
Name: CCTV1, URL: http://183.11.239.36:808/hls/19/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10334 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://120.76.248.139/live/bfgd/4200000484.m3u8, IPv_Type: ipv4, Date: None, Delay: 10803 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://218.13.14.6:60050/tsfile/live/1001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10390 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV1, URL: https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?, IPv_Type: ipv4, Date: None, Delay: 1862 ms, Speed: 3.67 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://ycsj.aguihome.com:4022/udp/233.50.200.143:5140, IPv_Type: ipv4, Date: None, Delay: 554 ms, Speed: 0.03 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://58.19.252.68:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10358 ms, Speed: 0.22 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://wouu.net:9977/udp/239.93.0.184:5140, IPv_Type: ipv4, Date: None, Delay: 1690 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8, IPv_Type: ipv4, Date: None, Delay: 2297 ms, Speed: 0.10 M/s, Resolution: None
Name: CCTV1, URL: http://58.19.43.46:9901/tsfile/live/1020_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10146 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV1, URL: http://113.57.111.4:1111/tsfile/live/1000_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10744 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://58.221.214.82:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10334 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV1, URL: http://223.241.247.214:9901/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10169 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10674 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV1, URL: http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10933 ms, Speed: 0.01 M/s, Resolution: 720x576
Name: CCTV1, URL: http://118.122.189.74:9901/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10178 ms, Speed: 0.06 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv, IPv_Type: ipv4, Date: None, Delay: 10579 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10122 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://120.238.94.10:9901/tsfile/live/1018_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10363 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://183.66.15.146:60901/tsfile/live/0001_1.m3u8?key=txiptv, IPv_Type: ipv4, Date: None, Delay: 10231 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://123.130.84.106:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10226 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV1, URL: http://123.138.22.30:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10824 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV1, URL: http://58.57.40.22:9901/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10560 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://61.156.228.12:8154/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10027 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV1, URL: http://itv.iptv1688.top:2016/itv.php?id=CCTV1, IPv_Type: ipv4, Date: None, Delay: 762 ms, Speed: 0.29 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://113.109.250.108:9999/udp/239.77.1.17:5146, IPv_Type: ipv4, Date: None, Delay: 456 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://60.184.45.124:8888/rtp/233.50.201.118:5140, IPv_Type: ipv4, Date: None, Delay: 568 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://219.135.180.210:18888/hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10265 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://125.89.163.44:8888/udp/239.77.1.17:5146, IPv_Type: ipv4, Date: None, Delay: 447 ms, Speed: 0.22 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://nas.hssvm.com:8888/udp/225.1.1.120:5002, IPv_Type: ipv4, Date: None, Delay: 414 ms, Speed: 0.42 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://dms.yryyj.site:8188/udp/239.76.246.151:1234, IPv_Type: ipv4, Date: None, Delay: 513 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://60.214.104.110:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10487 ms, Speed: 0.19 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10187 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://121.33.239.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10394 ms, Speed: 0.03 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://218.29.168.146:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10643 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://60.2.190.206:4000/udp/239.253.92.83:8012, IPv_Type: ipv4, Date: None, Delay: 492 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://125.82.168.238:8888/rtp/235.254.198.51:1480, IPv_Type: ipv4, Date: None, Delay: 580 ms, Speed: 0.24 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://125.82.171.210:8888/rtp/235.254.198.51:1480, IPv_Type: ipv4, Date: None, Delay: 541 ms, Speed: 0.22 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://113.25.252.226:9901/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10063 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV1, URL: http://110.7.131.193:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10710 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://116.117.104.248:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10206 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://110.7.131.40:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10725 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10295 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://110.7.131.4:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10837 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://110.7.131.79:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10456 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://116.117.104.34:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10121 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://110.7.131.231:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10486 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://175.31.21.146:4480/hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10383 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://124.116.183.146:9901/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 10331 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV1, URL: http://58.213.65.146:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10245 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://58.220.211.90:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10825 ms, Speed: 0.03 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://39.170.52.236:808/hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10237 ms, Speed: 0.16 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://59.39.89.130:60901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10566 ms, Speed: 0.25 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://222.219.183.103:8089/hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10926 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8, IPv_Type: ipv4, Date: None, Delay: 10585 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://110.7.131.146:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10290 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://112.46.85.60:8009/hls/501/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10102 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV1, URL: rtsp://180.95.143.19/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil, IPv_Type: ipv4, Date: None, Delay: 10008 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8, IPv_Type: ipv4, Date: None, Delay: 1720 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: rtsp://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil, IPv_Type: ipv4, Date: None, Delay: 10008 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://tvbox6.icu/tv/migu.php?id=cctv1, IPv_Type: ipv4, Date: None, Delay: 1101 ms, Speed: 0.20 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://121.11.160.7:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10967 ms, Speed: 0.07 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://182.150.23.74:808/hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10959 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV1, URL: http://58.19.38.162:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 7089 ms, Speed: 0.25 M/s, Resolution: 720x576
Name: CCTV1, URL: http://175.9.44.63:8081/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10600 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV1, URL: http://180.142.178.29:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10192 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://58.245.255.34:9998/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10911 ms, Speed: 0.04 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://111.227.196.164:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://221.7.175.127:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10995 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://dassby.qqff.top:99/live/cctv1高清/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10151 ms, Speed: 0.04 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://1.24.190.98:10080/hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10191 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV1, URL: http://110.53.218.182:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10186 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8, IPv_Type: ipv4, Date: None, Delay: 1001 ms, Speed: 1.75 M/s, Resolution: 426x240
Name: CCTV1, URL: rtsp://60.13.39.18/PLTV/88888910/224/3221225495/10000100000000060000000000107275_0.smil, IPv_Type: ipv4, Date: None, Delay: 10007 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://47.117.76.76:7001/hahahaha/ys/zb.php?id=cctv1, IPv_Type: ipv4, Date: None, Delay: 3707 ms, Speed: 1.00 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://101.66.198.23:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0, IPv_Type: ipv4, Date: None, Delay: 10098 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://1.192.72.243:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10818 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://42.48.80.240:9002/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10260 ms, Speed: 0.49 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: 10128 ms, Speed: 0.06 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://221.2.148.205:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://111.43.126.240:9003/hls/13/index.m3u8, IPv_Type: ipv4, Date: None, Delay: 10558 ms, Speed: 0.33 M/s, Resolution: 1920x1080
Name: CCTV1, URL: http://45.145.229.71:8866/TVOD/6000000001000029752/wasusyt/index.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://1.180.2.93:9901/tsfile/live/1020_1.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://219.128.121.202:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://jf.jxx2023.work:40446/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://lt.hxtre.com:35455/itv/1000000005000265001.m3u8?cdn=ystenlive, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://148.135.93.213:81/live.php?id=CCTV1, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://39.164.180.36:19901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://202.168.187.208:9089/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://183.186.89.226:8899/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://42.237.183.124:7000/hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://106.46.57.50:8888/hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://nctv.top/IDOEPpiryt/migu.php?id=cctv1, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://111.8.242.107:4085/tsfile/live/1063_1.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://tv.20191209.xyz:37377/migu/608807420.m3u8?migutoken=004b385f879c68b1898b3b528c53ce2cc69a05fc6ccef397d5ff725950f98cc37983a6c0565ab535a964de0b80663b3a394fd8a43c51d0547d2e232162525de45bdb07292d1fc1944aea97f0, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=62d34d&tk=8bf286184513, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://eu.huohuoaa.tech:1025/Smart.php?id=cctv1, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://39.165.196.149:9003//hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://171.118.162.212:9003//hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://e1.woc.iiiya.cn:8888/rtp/239.61.3.61:9884, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://101.19.84.8:9901/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://183.94.1.118:8801/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: https://pixman.mytvsuper.com.mp/Smart.php?id=cctv1, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://221.219.183.63:9003//hls/1/index.m3u8, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://119.32.12.17:2901/udp/224.1.100.90:11111, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://123.117.168.252:12345/rtp/239.3.1.129:8008, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://218.67.174.165:8888/udp/225.1.1.120:5002, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://27.9.88.226:8005/udp/225.0.4.74:7980, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV1, URL: http://180.158.201.25:1024/udp/239.45.3.145:5140, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
